scene,i,j,pi_xyz,pj_xyz,unet_ij_db,unet_ji_db,unet_absdiff_db,unet_valid,sionna_ij_db,sionna_ji_db,sionna_absdiff_db,sionna_valid
random_000,1,9,"36.250,17.500,1.562","1.250,31.875,0.312",88.40631103515625,87.87798309326172,0.5283279418945312,1,81.50984954833984,81.46453094482422,0.045318603515625,1
random_000,1,10,"36.250,17.500,1.562","25.625,33.750,1.562",71.4033203125,71.73902893066406,0.3357086181640625,1,70.83271789550781,70.74027252197266,0.09244537353515625,1
random_000,1,11,"36.250,17.500,1.562","29.375,6.250,1.562",68.5942153930664,68.4337158203125,0.16049957275390625,1,68.217041015625,68.30363464355469,0.0865936279296875,1
random_000,1,12,"36.250,17.500,1.562","31.875,11.250,0.938",64.20426177978516,64.46599578857422,0.2617340087890625,1,63.46576690673828,63.38685607910156,0.07891082763671875,1
random_000,1,13,"36.250,17.500,1.562","24.375,10.000,1.562",68.63944244384766,68.88758850097656,0.24814605712890625,1,68.58741760253906,69.5744857788086,0.9870681762695312,1
random_000,1,14,"36.250,17.500,1.562","30.000,16.875,0.938",62.36393737792969,63.02375793457031,0.659820556640625,1,62.54669189453125,62.35844421386719,0.1882476806640625,1
random_000,1,15,"36.250,17.500,1.562","25.000,35.625,0.938",72.17431640625,72.8421859741211,0.6678695678710938,1,69.95953369140625,70.13993072509766,0.18039703369140625,1
random_000,1,16,"36.250,17.500,1.562","31.250,18.750,1.562",60.72126007080078,61.21940231323242,0.4981422424316406,1,60.80274963378906,60.64065933227539,0.16209030151367188,1
random_000,1,17,"36.250,17.500,1.562","30.625,12.500,0.312",64.03218841552734,64.63892364501953,0.6067352294921875,1,63.980934143066406,65.16722106933594,1.1862869262695312,1
random_000,1,18,"36.250,17.500,1.562","6.250,17.500,1.562",74.66040802001953,75.06031799316406,0.39990997314453125,1,73.10795593261719,73.36370086669922,0.25574493408203125,1
random_000,1,19,"36.250,17.500,1.562","8.750,11.250,1.562",77.69149780273438,76.37224578857422,1.3192520141601562,1,72.37527465820312,72.0735092163086,0.30176544189453125,1
random_000,1,20,"36.250,17.500,1.562","38.125,23.750,2.188",64.81588745117188,64.24343872070312,0.57244873046875,1,63.751869201660156,63.70653533935547,0.0453338623046875,1
random_000,1,21,"36.250,17.500,1.562","1.250,10.625,0.938",79.61918640136719,79.10993957519531,0.509246826171875,1,76.54210662841797,74.77529907226562,1.7668075561523438,1
random_000,1,22,"36.250,17.500,1.562","10.625,6.875,0.312",74.98867797851562,74.19757843017578,0.7910995483398438,1,72.312255859375,74.35879516601562,2.046539306640625,1
